params,coherence,topic_diversity,intra_topic_diversity,time,recommendations_stellaris
"{'vectorizer__lda_params': None, 'vectorizer__multilabel_params': {'sparse_output': True}, 'vectorizer__nmf_params': {'n_components': 5, 'init': 'nndsvda', 'solver': 'mu', 'beta_loss': 'frobenius'}, 'vectorizer__owners_method': 'log_scale', 'vectorizer__tag_weight': 1.0, 'vectorizer__tfidf_cuml_params': {'max_features': 10000}}",-2.7660893239313245,0.8632258675992489,3.1225120903613393,5.708292007446289,"['ENDLESS Space  Definitive Edition', 'Europa Universalis IV', 'Galactic Ruler Enlightenment', 'AI War 2', 'Sid Meiers Civilization Beyond Earth']"
"{'vectorizer__lda_params': None, 'vectorizer__multilabel_params': {'sparse_output': True}, 'vectorizer__nmf_params': {'n_components': 25, 'init': 'nndsvda', 'solver': 'mu', 'beta_loss': 'frobenius'}, 'vectorizer__owners_method': 'log_scale', 'vectorizer__tag_weight': 1.0, 'vectorizer__tfidf_cuml_params': {'max_features': 10000}}",-3.145222153657775,0.9727847727791716,2.646501006491348,7.61333155632019,"['ENDLESS Space  Definitive Edition', 'Europa Universalis IV', 'Galactic Ruler Enlightenment', 'AI War 2', 'Sid Meiers Civilization Beyond Earth']"
"{'vectorizer__lda_params': None, 'vectorizer__multilabel_params': {'sparse_output': True}, 'vectorizer__nmf_params': {'n_components': 50, 'init': 'nndsvda', 'solver': 'mu', 'beta_loss': 'frobenius'}, 'vectorizer__owners_method': 'log_scale', 'vectorizer__tag_weight': 1.0, 'vectorizer__tfidf_cuml_params': {'max_features': 10000}}",-3.493495579184708,0.9876903956413877,2.351169839327888,10.253935813903809,"['ENDLESS Space  Definitive Edition', 'Europa Universalis IV', 'Galactic Ruler Enlightenment', 'AI War 2', 'Sid Meiers Civilization Beyond Earth']"
"{'vectorizer__lda_params': None, 'vectorizer__multilabel_params': {'sparse_output': True}, 'vectorizer__nmf_params': {'n_components': 100, 'init': 'nndsvda', 'solver': 'mu', 'beta_loss': 'frobenius'}, 'vectorizer__owners_method': 'log_scale', 'vectorizer__tag_weight': 1.0, 'vectorizer__tfidf_cuml_params': {'max_features': 10000}}",-4.004867217011229,0.9945255339669059,2.116370229427279,18.737698793411255,"['ENDLESS Space  Definitive Edition', 'Europa Universalis IV', 'Galactic Ruler Enlightenment', 'AI War 2', 'Sid Meiers Civilization Beyond Earth']"
"{'vectorizer__lda_params': None, 'vectorizer__multilabel_params': {'sparse_output': True}, 'vectorizer__nmf_params': {'n_components': 200, 'init': 'nndsvda', 'solver': 'mu', 'beta_loss': 'frobenius'}, 'vectorizer__owners_method': 'log_scale', 'vectorizer__tag_weight': 1.0, 'vectorizer__tfidf_cuml_params': {'max_features': 10000}}",-4.977608477579512,0.9975110242450441,1.8325599607672387,31.628226041793823,"['ENDLESS Space  Definitive Edition', 'Europa Universalis IV', 'Galactic Ruler Enlightenment', 'AI War 2', 'Sid Meiers Civilization Beyond Earth']"
